 Absolute load value (%), Absolute throttle position (%), Ambient air temperature (F), Barometric pressure (inHg), Calculated load value (%), Commanded fuel rail pressure A (inHg), Engine coolant temperature (F), Engine RPM (RPM), Fuel level input (%), Fuel rail pressure (psi), Fuel/Air commanded equivalence ratio, Ignition timing advance for #1 cylinder (deg), Intake air temperature (F), Intake manifold absolute pressure (inHg), Long term fuel % trim - Bank 1 (%), Mass air flow rate (lb/min), Vehicle speed (MPH), Fuel rate (gal/hr), Instant fuel economy (MPG), Total fuel economy (MPG)
12.54902,13.72549,59,29.2348,14.11765,888.856,179.6,2297.75,70.98039,459.7696,1.000003,42,64.4,5.020117,-2.34375,0.510678,47.22421,0.3391535,139.2414,29.45284
12.54902,13.72549,59,29.2348,14.11765,888.856,179.6,2307.75,70.98039,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.514647,47.84558,0.3417894,139.9856,29.45657
12.54902,13.72549,59,29.2348,14.11765,891.809,179.6,2318.25,70.98039,459.7696,1.000003,42.5,64.4,4.724816,-2.34375,0.526554,47.84558,0.3496971,136.8201,29.46071
12.54902,13.72549,59,29.2348,14.11765,894.762,179.6,2330.5,70.98039,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.523908,48.46695,0.3479398,139.2969,29.46506
12.94118,13.72549,59,29.2348,14.11765,894.762,179.6,2348.75,70.98039,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.530523,48.46695,0.352333,137.5601,29.46993
12.94118,13.72549,59,29.2348,14.11765,897.715,179.6,2360.75,70.98039,453.9681,1.000003,42.5,64.4,5.020117,-2.34375,0.531846,49.08833,0.3532117,138.9771,29.47405
12.94118,13.72549,59,29.2348,14.5098,900.668,179.6,2345.5,70.98039,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.538461,49.08833,0.3576049,137.2697,29.47833
12.94118,13.72549,59,29.5301,14.11765,888.856,177.8,2229.75,81.17647,453.9681,1.000003,42.5,64.4,5.020117,-2.34375,0.51597,47.84558,0.3426681,139.6266,29.48458
12.54902,13.33333,59,29.5301,14.11765,885.903,177.8,2158.5,81.17647,449.617,1.000003,43,64.4,4.724816,-2.34375,0.472311,45.98147,0.313673,146.5904,29.49154
12.54902,13.33333,59,29.5301,14.11765,885.903,177.8,2163.5,81.17647,453.9681,1.000003,43,64.4,5.020117,-2.34375,0.459081,45.3601,0.3048867,148.7769,29.49777
12.54902,13.33333,59,29.5301,14.11765,885.903,177.8,2141,81.17647,449.617,1.000003,43,64.4,4.724816,-2.34375,0.457758,44.73873,0.3040081,147.163,29.50183
12.54902,13.33333,59,29.5301,14.5098,885.903,177.8,2106.5,81.17647,449.617,1.000003,43,64.4,4.724816,-2.34375,0.44982,44.11736,0.2987362,147.6799,29.51106
12.54902,12.94118,59,29.5301,14.5098,885.903,177.8,2082.5,81.17647,443.8155,1.000003,43.5,64.4,5.020117,-2.34375,0.445851,43.49598,0.2961003,146.8961,29.51525
12.54902,12.94118,59,29.5301,14.5098,888.856,177.8,2055.25,81.17647,443.8155,1.000003,43.5,64.4,4.724816,-2.34375,0.426006,43.49598,0.2829208,153.7391,29.51898
12.54902,12.94118,59,29.5301,14.5098,885.903,177.8,2021,81.17647,443.8155,1.000003,43.5,64.4,5.020117,-2.34375,0.420714,42.87461,0.2794062,153.449,29.52286
12.54902,12.94118,59,29.5301,14.5098,888.856,177.8,1997,81.17647,439.4644,1.000003,43.5,64.4,5.020117,-2.34375,0.411453,42.25324,0.2732558,154.6289,29.52668
12.54902,12.94118,59,29.5301,14.5098,885.903,177.8,1965.25,81.17647,439.4644,1.000003,43,64.4,5.020117,-2.34375,0.412776,41.63187,0.2741344,151.8666,29.53168
12.54902,12.94118,59,29.5301,14.5098,885.903,177.8,1994.25,67.45098,439.4644,1.000003,43.5,64.4,5.020117,-2.34375,0.407484,41.63187,0.2706199,153.8389,29.53506
12.54902,12.94118,59,29.5301,14.5098,891.809,177.8,2012.25,67.45098,459.7696,1.000003,43.5,64.4,5.020117,-2.34375,0.412776,42.25324,0.2741344,154.1333,29.53894
12.54902,12.94118,59,29.5301,14.5098,891.809,177.8,2026.25,67.45098,453.9681,1.000003,43.5,66.2,4.724816,-2.34375,0.414099,42.25324,0.2750131,153.6408,29.54269
12.54902,12.94118,59,29.5301,14.5098,894.762,177.8,2035.75,67.45098,453.9681,1.000003,43.5,66.2,5.020117,-2.34375,0.420714,42.25324,0.2794062,151.2251,29.54663
12.94118,12.94118,59,29.5301,14.5098,894.762,177.8,2068.5,67.45098,414.8079,1.000003,33.5,66.2,5.610719,0.78125,0.435267,42.87461,0.2890713,148.3185,29.55033
10.19608,14.11765,59,29.5301,11.37255,885.903,177.8,2062,67.45098,443.8155,0.9006345,37.5,66.2,5.020117,0.78125,0.559629,42.87461,0.371663,115.3588,29.55377
12.94118,12.94118,59,29.5301,14.5098,894.762,177.8,2109,67.45098,453.9681,1.000003,43,66.2,4.724816,0.78125,0.422037,43.49598,0.3112094,139.7644,29.55757
10.19608,14.11765,59,29.5301,14.5098,885.903,177.8,2103.25,67.45098,449.617,0.9010005,39,66.2,5.020117,0.78125,0.826875,43.49598,0.5491475,79.20638,29.56086
10.19608,14.11765,59,29.5301,11.37255,885.903,177.8,2179.75,67.45098,433.6628,0.901275,33,66.2,5.610719,0.78125,0.586089,44.11736,0.4320054,102.1222,29.56425
10.19608,14.5098,59,29.5301,12.15686,885.903,177.8,2216.5,67.45098,429.3117,0.9016105,34,66.2,5.315418,0.78125,0.586089,45.3601,0.4318739,105.0309,29.56922
10.58823,14.5098,59,29.5301,11.76471,885.903,177.8,2259,74.5098,429.3117,0.9020985,33,64.4,5.610719,0.78125,0.613872,45.98147,0.4521781,101.6888,29.57279
10.19608,14.11765,59,29.5301,11.37255,885.903,177.8,2290.75,74.5098,424.9606,0.9024035,32.5,64.4,5.315418,0.78125,0.611226,46.60284,0.4499855,103.5652,29.57836
10.19608,14.11765,59,29.5301,11.37255,885.903,177.8,2332.5,74.5098,449.617,0.9026475,35,64.4,5.315418,-2.34375,0.611226,47.22421,0.4498334,104.9816,29.58201
12.94118,13.72549,59,29.5301,14.11765,900.668,177.8,2332.75,74.5098,459.7696,1.000003,42.5,64.4,5.315418,-2.34375,0.527877,47.84558,0.3883875,123.1903,29.58919
12.94118,13.72549,59,29.5301,14.5098,903.621,177.8,2332.75,74.5098,459.7696,1.000003,42.5,64.4,4.724816,-2.34375,0.526554,48.46695,0.3496971,138.5969,29.59342
12.94118,13.72549,59,29.5301,14.5098,903.621,177.8,2329.25,74.5098,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.534492,48.46695,0.3549689,136.5386,29.59793
12.94118,13.72549,59,29.5301,14.5098,903.621,177.8,2326,74.5098,459.7696,1.000003,42.5,64.4,4.724816,-2.34375,0.530523,48.46695,0.352333,137.5601,29.60194
12.94118,13.72549,59,29.5301,14.5098,903.621,177.8,2317,74.5098,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.531846,48.46695,0.3532117,137.2179,29.60624
12.94118,13.72549,59,29.5301,14.5098,903.621,177.8,2295,74.5098,459.7696,1.000003,42.5,64.4,5.020117,-2.34375,0.519939,47.84558,0.345304,138.5608,29.61003
12.94118,13.72549,59,29.5301,14.11765,900.668,177.8,2276.5,74.5098,453.9681,1.000003,42.5,64.4,4.724816,-2.34375,0.519939,47.84558,0.345304,138.5608,29.61457
12.94118,13.72549,59,29.5301,14.11765,897.715,177.8,2262.75,74.5098,453.9681,1.000003,42.5,64.4,4.724816,-2.34375,0.504063,47.22421,0.3347603,141.0687,29.61844
12.94118,13.33333,59,29.5301,14.11765,894.762,177.8,2254.25,74.5098,449.617,1.000003,42.5,64.4,4.724816,-2.34375,0.486864,47.22421,0.3233381,146.0521,29.62583
12.94118,13.33333,59,29.5301,14.11765,897.715,177.8,2227,74.5098,453.9681,1.000003,42.5,64.4,5.020117,-2.34375,0.488187,46.60284,0.3242167,143.7398,29.62977
12.94118,13.33333,59,29.5301,14.11765,894.762,177.8,2203.75,74.5098,449.617,1.000003,42.5,64.4,4.724816,-2.34375,0.472311,46.60284,0.313673,148.5714,29.63479
12.54902,13.33333,59,29.5301,14.5098,894.762,177.8,2148,74.5098,443.8155,1.000003,43,64.4,4.724816,-2.34375,0.467019,45.98147,0.3101585,148.2515,29.63942
12.94118,13.33333,59,29.5301,14.5098,894.762,177.8,2124.5,74.5098,443.8155,1.000003,43,64.4,4.724816,-2.34375,0.457758,44.73873,0.3040081,147.163,29.64539
12.94118,12.94118,59,29.5301,14.5098,894.762,177.8,2097.75,74.5098,443.8155,1.000003,43,64.4,4.724816,-2.34375,0.453789,44.11736,0.3013721,146.3883,29.64936
12.94118,12.94118,59,29.5301,14.5098,894.762,177.8,2059.5,74.5098,468.4719,1.000003,43.5,64.4,5.020117,-2.34375,0.443205,43.49598,0.2943431,147.7731,29.65348
12.94118,12.94118,59,29.5301,14.5098,894.762,177.8,2050.25,74.5098,464.1208,1.000003,43.5,64.4,4.724816,-2.34375,0.424683,42.87461,0.2820421,152.0149,29.65737
12.94118,12.94118,59,29.5301,14.5098,894.762,177.8,2000,74.5098,464.1208,1.000003,43.5,64.4,5.020117,-2.34375,0.416745,42.25324,0.2767704,152.6653,29.66115
12.54902,12.54902,59,29.5301,14.5098,891.809,179.6,1957.5,81.17647,459.7696,1.000003,43,64.4,5.020117,-2.34375,0.403515,41.63187,0.267984,155.3521,29.66478
12.54902,12.54902,59,29.5301,14.5098,885.903,179.6,1893,81.17647,459.7696,1.000003,42.5,64.4,5.315418,-2.34375,0.394254,40.38913,0.2618335,154.255,29.66912
12.54902,12.54902,59,29.5301,14.5098,885.903,179.6,1824.25,81.17647,453.9681,1.000003,41.5,64.4,5.020117,-2.34375,0.371763,39.14639,0.2468967,158.5537,29.67237
12.15686,12.15686,59,29.5301,14.11765,885.903,179.6,1710,81.17647,453.9681,1.000003,40,64.4,5.020117,-2.34375,0.342657,37.90364,0.2275667,166.5606,29.6758
11.76471,12.15686,59,29.5301,14.5098,885.903,179.6,1722.25,81.17647,439.4644,1.000003,35.5,66.2,7.382525,0.78125,0.320166,35.41816,0.2126299,166.5719,29.68098
15.29412,15.29412,59,29.5301,19.60784,953.8222,179.6,1687,81.17647,468.4719,0.9022205,38,66.2,10.92614,0.78125,0.653562,34.79679,0.4340462,80.1684,29.68463
20.39216,16.47059,59,29.5301,79.21568,3617.437,179.6,1569.25,81.17647,1618.621,0.902434,-3,66.2,28.3489,7.8125,0.93933,34.79679,0.6914427,50.32491,29.68607
80,34.90196,59,29.5301,98.03922,2607.508,179.6,1301.5,81.17647,1282.134,0.902922,-1,66.2,28.9395,7.8125,3.085236,35.41816,2.270511,15.5992,29.67903
82.74509,38.82353,59,29.5301,98.43137,3959.986,179.6,1863,81.17647,2010.223,0.996313,3.5,64.4,28.9395,7.8125,2.843127,37.28227,2.091205,17.82813,29.67465
85.4902,45.09804,59,29.5301,99.21568,4240.522,179.6,1937,81.17647,2030.528,0.9960995,3,64.4,28.9395,7.8125,4.291812,38.52501,2.860853,13.46627,29.66823
87.05882,47.84314,59,29.5301,100,4429.515,179.6,1998.75,60.39216,2213.276,0.995642,3.5,64.4,28.6442,7.8125,3.50595,39.76776,2.337511,17.01286,29.66518
87.45098,48.62745,59,29.5301,99.60784,4429.515,179.6,2103,60.39216,2208.925,0.995215,4,64.4,28.6442,7.8125,5.575122,42.25324,3.718792,11.36209,29.65726
88.62745,30.19608,59,29.5301,67.05882,3434.351,179.6,2207.5,60.39216,1515.644,0.994666,21.5,62.6,25.98649,7.8125,4.719141,43.49598,3.149174,13.81187,29.65183
40.78431,21.96078,59,29.5301,46.66667,2259.053,179.6,1832.25,60.39216,1208.164,0.9944525,7,62.6,27.75829,7.8125,2.439612,45.98147,1.628899,28.22856,29.65128
57.64706,27.84314,59,29.5301,65.4902,2840.796,179.6,1620,60.39216,1327.095,0.993019,24,62.6,26.57709,0.78125,2.353617,46.60284,1.571819,29.64899,29.65141
54.5098,26.27451,59,29.5301,62.7451,2769.923,179.6,1644.75,60.39216,1341.599,0.993873,22,62.6,27.16769,0.78125,2.561328,47.22421,1.713004,27.56807,29.65017
54.11765,26.66667,59,29.5301,66.27451,2808.313,179.6,1668.5,60.39216,1351.752,0.9935375,22,62.6,27.16769,0.78125,1.99773,47.84558,1.334924,35.84142,29.65175
54.5098,28.23529,59,29.5301,63.92157,2840.796,179.6,1694.75,60.39216,1464.881,0.9932935,22.5,62.6,28.9395,0.78125,2.214702,48.46695,1.480409,32.7389,29.65249
51.76471,28.62745,59,29.5301,63.52941,2772.876,179.6,1709.25,60.39216,1361.904,0.9930495,23,62.6,28.05359,0.78125,2.119446,49.08833,1.417084,34.64039,29.65374
28.23529,16.86275,59,29.5301,27.84314,1125.097,179.6,1453.75,60.39216,572.899,0.992226,43.5,62.6,14.46975,0.78125,1.41561,49.70969,0.9467241,52.50706,29.65623
19.21569,14.5098,59,29.5301,21.96078,885.903,181.4,1437.5,67.45098,543.8915,0.995154,39,62.6,19.19456,0.78125,0.23814,49.70969,0.1593942,311.8665,29.66657
28.62745,16.07843,59,29.5301,33.33333,1402.68,181.4,1449.5,67.45098,691.83,0.9919515,40,62.6,18.89926,0.78125,1.00548,49.08833,0.6710175,73.15506,29.67035
25.88235,15.29412,59,29.5301,30.19608,1172.345,181.4,1437,67.45098,527.9374,0.992165,40.5,62.6,11.81204,0.78125,0.669438,49.08833,0.4481987,109.5236,29.67406
15.29412,12.15686,59,29.5301,14.90196,885.903,181.4,1417,67.45098,429.3117,0.995215,34,62.6,6.791923,0.78125,0.287091,49.08833,0.1921703,255.4417,29.67897
11.37255,12.94118,59,29.5301,13.72549,885.903,181.4,1407,67.45098,429.3117,0.994666,39,64.4,7.382525,0.78125,0.435267,48.46695,0.2904621,166.8615,29.68518
12.15686,12.94118,59,29.5301,14.5098,885.903,181.4,1396.5,67.45098,429.3117,0.9948185,40,64.4,7.087224,0.78125,0.440559,47.84558,0.2941558,162.6539,29.68966
12.94118,13.33333,59,29.5301,15.68627,885.903,181.4,1395.5,67.45098,433.6628,0.9948185,40,64.4,7.677826,0.78125,0.444528,47.84558,0.2967604,161.2263,29.69378
12.94118,13.33333,59,29.5301,15.68627,885.903,181.4,1374.75,67.45098,433.6628,0.9948185,40,64.4,7.973127,0.78125,0.465696,47.84558,0.3108918,153.8978,29.69803
13.33333,13.33333,59,29.5301,16.07843,885.903,181.4,1371.5,67.45098,433.6628,0.994849,40,64.4,7.677826,0.78125,0.461727,47.22421,0.3082422,153.2049,29.70221
14.5098,13.33333,59,29.5301,16.86275,885.903,181.4,1354.75,67.45098,433.6628,0.994849,40,64.4,6.791923,0.78125,0.549045,47.22421,0.3665232,128.8437,29.70646
11.76471,10.98039,59,29.5301,13.33333,885.903,181.4,1313.25,67.45098,459.7696,0.994727,38,64.4,5.315418,-2.34375,0.324135,46.60284,0.2163812,215.3738,29.71052
10.98039,11.37255,59,29.5301,13.33333,885.903,181.4,1318.5,67.45098,449.617,1.000003,34,64.4,8.563729,-2.34375,0.234171,45.3601,0.1563435,290.131,29.71845
15.68627,15.68627,59,29.5301,22.35294,885.903,181.4,1310.5,67.45098,429.3117,0.9043555,34.5,64.4,12.40264,0.78125,0.553014,45.3601,0.3672698,123.5062,29.72384
23.13725,16.86275,59,29.5301,29.80392,1172.345,181.4,1318.5,67.45098,612.0593,0.9036235,32.5,64.4,18.60396,0.78125,0.834813,44.73873,0.6130568,72.97648,29.72696
27.05882,16.86275,59,29.5301,34.11765,1446.975,181.4,1289.5,67.45098,1023.966,0.901885,31,64.4,28.05359,0.78125,0.980343,44.11736,0.720512,61.23056,29.72985
39.21569,23.52941,59,29.5301,51.76471,2114.355,181.4,1267.25,67.45098,1019.615,0.9005125,28,64.4,29.2348,0.78125,1.202607,43.49598,0.8855707,49.11633,29.7327
42.35294,24.31373,59,29.5301,52.15686,2084.825,181.4,1245,67.45098,999.31,0.9923785,29,64.4,28.6442,0.78125,1.251558,42.25324,0.9230217,45.77708,29.73639
40,18.82353,59,29.5301,45.09804,1724.558,181.4,1231.25,67.45098,831.0662,0.992531,36.5,64.4,21.55697,0.78125,1.182762,42.25324,0.791536,53.38132,29.73843
24.70588,9.411765,59,29.5301,24.70588,885.903,181.4,1201,67.45098,443.8155,0.993202,29,64.4,5.90602,0.78125,0.19845,42.25324,0.1327877,318.2016,29.7425
10.98039,12.94118,59,29.5301,12.94118,885.903,181.4,1405,67.45098,429.3117,0.9947575,37.5,64.4,6.791923,0.78125,0.465696,41.0105,0.3113979,131.6981,29.74944
11.37255,12.94118,59,29.5301,13.33333,885.903,181.4,1391.5,81.17647,433.6628,0.995093,37,64.4,6.791923,0.78125,0.414099,41.0105,0.2764634,148.3397,29.75299
10.98039,12.54902,59,29.5301,12.54902,885.903,181.4,1351.25,81.17647,439.4644,0.9951235,36.5,64.4,6.791923,0.78125,0.386316,40.38913,0.2578278,156.6516,29.75718
10.58823,12.54902,59,29.5301,12.94118,885.903,181.4,1347.25,81.17647,443.8155,0.995093,36.5,64.4,6.496622,0.78125,0.362502,39.76776,0.2419269,164.3792,29.76042
10.58823,12.54902,59,29.5301,12.94118,885.903,181.4,1340,81.17647,439.4644,0.995093,36.5,64.4,6.791923,0.78125,0.365148,39.14639,0.2437002,160.6334,29.76394
10.58823,12.54902,59,29.8254,12.94118,885.903,181.4,1345.75,81.17647,433.6628,0.995093,36.5,64.4,6.791923,0.78125,0.361179,39.14639,0.2410513,162.3986,29.76743
10.58823,12.54902,59,29.8254,12.94118,885.903,181.4,1358.75,81.17647,449.617,0.9950625,37,64.4,6.496622,0.78125,0.353241,39.14639,0.2357535,166.048,29.77228
10.98039,12.94118,59,29.8254,13.72549,885.903,181.4,1383.75,81.17647,443.8155,0.995093,38.5,64.4,7.087224,0.78125,0.371763,39.76776,0.2481227,160.2746,29.77557
13.33333,15.29412,59,29.8254,17.2549,885.903,181.4,1402.75,81.17647,429.3117,0.9951845,43,64.4,10.33554,0.78125,0.50274,40.38913,0.3355293,120.3744,29.77939
18.43137,14.5098,59,29.5301,21.96078,953.8222,181.4,1409,81.17647,478.6245,0.9958555,41,64.4,12.40264,0.78125,0.623133,41.0105,0.4158415,98.62051,29.78264
19.60784,12.54902,59,29.8254,21.17647,885.903,181.4,1425,81.17647,449.617,0.99552,39.5,64.4,7.382525,0.78125,0.506709,41.0105,0.3379193,121.3618,29.7883
10.58823,12.15686,59,29.8254,11.37255,885.903,181.4,1417,70.98039,443.8155,1.000003,38,64.4,5.315418,-2.34375,0.206388,41.63187,0.1376845,302.3715,29.79213
10.19608,12.54902,59,29.8254,12.15686,885.903,181.4,1385.5,70.98039,443.8155,0.904447,32,64.4,6.496622,-2.34375,0.257985,40.38913,0.171334,235.7333,29.79895
11.37255,13.33333,59,29.8254,14.5098,885.903,181.4,1367.75,70.98039,433.6628,0.904447,35.5,66.2,6.496622,-2.34375,0.408807,39.76776,0.3001828,132.4784,29.80236
13.33333,11.37255,59,29.8254,10.58823,885.903,181.4,1331.25,70.98039,453.9681,1.000003,37,66.2,5.315418,-2.34375,0.29106,39.76776,0.2137224,186.072,29.80622
10.98039,11.37255,59,29.8254,13.33333,885.903,181.4,1288,70.98039,453.9681,1.000003,36.5,66.2,5.020117,-2.34375,0.235494,39.14639,0.1563972,250.301,29.80974
10.58823,10.98039,59,29.8254,12.94118,885.903,181.4,1167.75,70.98039,459.7696,1.000003,35,66.2,5.020117,-2.34375,0.222264,37.28227,0.1476108,252.5714,29.81433
10.19608,10.98039,59,29.8254,13.33333,885.903,181.4,1176.5,70.98039,459.7696,1.000003,36,66.2,5.020117,-2.34375,0.199773,33.55404,0.132674,252.9059,29.81992
11.37255,11.76471,59,29.8254,13.33333,885.903,181.4,1332.75,70.98039,459.7696,1.000003,37,66.2,5.315418,-2.34375,0.254016,31.06856,0.1686981,184.1666,29.82296
10.98039,11.37255,59,29.8254,12.94118,885.903,181.4,1346.25,70.98039,459.7696,1.000003,37.5,66.2,5.315418,-2.34375,0.235494,29.20445,0.1563972,186.7325,29.82586
10.98039,11.37255,59,29.8254,13.33333,885.903,181.4,1363.25,70.98039,433.6628,1.000003,35.5,66.2,10.04023,-2.34375,0.259308,27.9617,0.1722127,162.3673,29.82985
29.80392,20,59,29.8254,36.47059,1582.813,179.6,1432.25,50.19608,775.9519,0.9016105,27,66.2,19.48987,0.78125,1.595538,27.9617,1.059635,26.38805,29.82903
29.41176,16.86275,59,29.8254,32.54902,1317.042,179.6,1494.25,50.19608,603.357,0.901214,39,66.2,13.58385,0.78125,1.079568,29.82582,0.7952098,37.50686,29.83027
17.64706,9.411765,59,29.8254,15.29412,885.903,179.6,1514.75,50.19608,453.9681,0.904874,31,66.2,5.020117,-2.34375,0.386316,31.06856,0.2846856,109.1329,29.83401
12.15686,12.15686,59,29.8254,13.72549,885.903,179.6,1450.5,50.19608,464.1208,1.000003,39,66.2,5.020117,-2.34375,0.320166,31.06856,0.2349837,132.2158,29.83748
11.37255,11.76471,59,29.8254,13.33333,885.903,179.6,1402.5,50.19608,468.4719,1.000003,38,66.2,5.315418,-2.34375,0.314874,30.44719,0.2091154,145.6,29.8402
11.37255,11.76471,59,29.8254,13.33333,885.903,179.6,1374,50.19608,468.4719,1.000003,38,66.2,5.610719,-2.34375,0.273861,29.20445,0.1818777,160.5719,29.8447
10.98039,13.33333,59,29.8254,14.90196,885.903,179.6,1386,50.19608,498.9298,0.9044165,35.5,66.2,14.46975,0.78125,0.900963,28.58307,0.5983511,47.76974,29.84581
27.84314,21.56863,59,29.8254,40,1881.067,179.6,1424.75,50.19608,1138.546,0.902373,27.5,66.2,27.46299,0.78125,1.117935,28.58307,0.8209161,34.81851,29.84668
51.76471,24.31373,59,29.8254,58.03922,2518.917,179.6,1436,50.19608,1232.821,0.901275,24.5,64.4,25.98649,0.78125,1.893213,28.58307,1.393362,20.51374,29.8453
41.17647,21.96078,59,29.8254,47.05882,2132.073,179.6,1495.5,50.19608,1009.463,0.9003295,31.5,64.4,26.57709,0.78125,1.569078,29.82582,1.156213,25.79613,29.84464
40.78431,21.56863,59,29.8254,47.45098,2108.449,179.6,1509.25,60.39216,1013.814,0.9870715,33.5,64.4,26.57709,0.78125,1.465884,30.44719,1.081306,28.15778,29.84422
40.78431,21.56863,59,29.8254,47.45098,2123.214,179.6,1538,60.39216,1073.279,0.991372,33.5,64.4,26.28179,0.78125,1.525419,31.06856,1.02634,30.27122,29.84433
40.39216,20.78431,59,29.8254,47.45098,2135.026,179.6,1546.75,60.39216,1058.776,0.99125,30.5,64.4,26.28179,0.78125,1.498959,31.68993,1.004162,31.55858,29.84456
43.92157,22.7451,59,29.8254,52.15686,2521.871,179.6,1568.25,60.39216,1306.79,0.9928665,23,64.4,26.87239,0.78125,1.595538,31.68993,1.068992,29.64467,29.84453
51.76471,24.70588,59,29.8254,60.39216,2722.675,179.6,1582.25,60.39216,1321.294,0.993202,21,64.4,26.57709,0.78125,1.913058,31.68993,1.27964,24.76472,29.84388
51.37255,24.31373,59,29.8254,60.39216,2710.863,179.6,1592.5,60.39216,1321.294,0.9930495,22.5,64.4,27.16769,0.78125,2.029482,32.3113,1.357058,23.80982,29.84301
54.90196,27.84314,59,29.8254,69.01961,3071.13,179.6,1612.5,60.39216,1599.766,0.9929885,8,62.6,28.6442,7.8125,1.972593,32.3113,1.31922,24.49273,29.84218
82.74509,38.43137,59,29.8254,98.03922,3413.679,179.6,1658.75,60.39216,1718.697,0.9951235,3,62.6,28.6442,7.8125,3.476844,32.93267,2.325368,14.16235,29.83774
82.35294,43.92157,59,29.8254,97.64706,3537.706,179.6,1692.5,60.39216,1753.506,0.9942085,4,62.6,27.46299,7.8125,2.779623,34.17542,1.855067,18.42274,29.83569
53.33333,29.01961,59,29.8254,63.13726,2799.453,179.6,1731,60.39216,1390.912,0.9913415,24.5,62.6,29.2348,7.8125,2.475333,34.79679,1.65351,21.0442,29.83422
52.15686,29.41176,59,29.8254,61.56863,2719.722,179.6,1763.5,67.45098,1296.637,0.9915855,26.5,62.6,28.05359,0.78125,2.181627,35.41816,1.461531,24.23361,29.83311
47.84314,28.62745,59,29.8254,54.90196,2456.904,179.6,1779.5,67.45098,1173.355,0.9914635,29.5,62.6,28.3489,0.78125,2.190888,36.03953,1.467373,24.56057,29.83211
43.92157,27.84314,59,29.8254,50.19608,2256.1,179.6,1792.5,67.45098,1083.432,0.991433,32.5,62.6,29.2348,0.78125,1.903797,36.6609,1.275248,28.74806,29.83198
43.13726,28.62745,59,29.8254,50.58823,2291.536,179.6,1823.25,67.45098,1173.355,0.991128,30.5,62.6,28.3489,0.78125,1.764882,36.6609,1.182233,31.00988,29.83207
43.52941,28.23529,59,29.8254,50.19608,2217.71,179.6,1844.25,67.45098,1023.966,0.9914025,35.5,62.6,27.16769,0.78125,2.073141,37.28227,1.389152,26.83815,29.83149
36.47059,20.78431,59,29.8254,41.56863,1928.316,179.6,1762,67.45098,1034.119,0.9903655,12,62.6,27.46299,0.78125,1.618029,37.90364,1.083894,34.96987,29.83222
34.5098,9.411765,59,29.8254,35.68628,1373.15,179.6,1302.25,67.45098,572.899,0.989664,9.5,62.6,10.33554,-2.34375,1.350783,37.90364,0.9058176,41.84467,29.83336
10.19608,12.15686,59,29.8254,14.90196,885.903,179.6,1274,67.45098,468.4719,1.000003,37.5,62.6,5.90602,-2.34375,0.09261,37.90364,0.06214709,609.9022,29.83728
10.58823,11.37255,59,29.8254,13.33333,885.903,179.6,1250,67.45098,484.4261,1.000003,36.5,62.6,5.315418,-2.34375,0.222264,37.28227,0.1476108,252.5714,29.84087
10.58823,11.37255,59,29.8254,12.94118,885.903,179.6,1245.25,67.45098,493.1283,1.000003,36,62.6,5.315418,-2.34375,0.228879,36.6609,0.152004,241.1837,29.84473
10.58823,11.37255,59,29.8254,12.94118,885.903,179.6,1245.75,70.98039,503.2809,1.000003,36,62.6,5.315418,-2.34375,0.239463,36.6609,0.1590331,230.5237,29.84847
10.58823,11.37255,59,29.8254,12.94118,885.903,179.6,1234,70.98039,509.0825,1.000003,36,62.6,5.315418,-2.34375,0.228879,37.28227,0.152004,245.2716,29.85221
10.58823,11.37255,59,29.8254,12.94118,885.903,179.6,1210.25,70.98039,513.4336,1.000003,36,64.4,5.315418,-2.34375,0.222264,36.6609,0.1476108,248.3618,29.8559
10.58823,10.98039,59,29.8254,13.33333,885.903,179.6,1153.25,70.98039,523.5862,1.000003,35,64.4,5.315418,-2.34375,0.210357,35.41816,0.1397031,253.5244,29.86058
10.58823,10.98039,59,29.8254,13.72549,885.903,179.6,1154.5,70.98039,527.9374,1.000003,36,64.4,5.315418,-2.34375,0.201096,33.55404,0.1335527,251.242,29.8642
11.37255,11.76471,59,29.8254,13.33333,885.903,179.6,1401.75,70.98039,533.7389,1.000003,37.5,64.4,5.020117,-2.34375,0.21168,31.68993,0.1405818,225.4199,29.86717
10.98039,11.37255,59,29.8254,12.94118,885.903,179.6,1393.25,70.98039,538.09,1.000003,37,64.4,5.020117,-2.34375,0.263277,30.44719,0.1748486,174.1346,29.86989
10.98039,11.76471,59,29.8254,12.94118,885.903,179.6,1356.5,70.98039,543.8915,1.000003,37,64.4,5.315418,-2.34375,0.273861,29.20445,0.1818777,160.5719,29.87259
10.98039,11.37255,59,29.8254,12.94118,885.903,179.6,1361.5,70.98039,543.8915,1.000003,37,64.4,5.315418,-2.34375,0.256662,29.20445,0.1704554,171.3319,29.87499
10.98039,11.37255,59,29.8254,12.94118,885.903,179.6,1359.75,70.98039,548.2427,1.000003,37.5,64.4,5.315418,-2.34375,0.260631,29.20445,0.1730913,168.7228,29.87753
